X_in,X_out
3735,3986
91,1
1950,1
1,82
1288,26
638,36
2408,569
2392,20
3166,1
621,1
3262,1577
1031,813
281,7
2818,50
79,240
465,24
1073,7
1328,37
75,16
212,906
1689,209
66,40
3655,2
89,1795
508,121
2252,660
2197,10
2483,2
3522,3
2492,62
1043,34
598,1
1323,123
1403,4
1086,1
121,1
31,95
2040,1003
778,4
1004,4
347,10
209,33
25,583
2995,11
53,20
977,1899
2131,1
3197,271
2054,7
25,5
1216,3
116,3231
1367,2241
2452,48
3583,64
1049,33
3354,4
1386,758
2400,73
1684,6
2803,6
224,389
2292,575
332,48
2685,53
49,37
3007,628
143,2272
1774,1749
165,35
2092,1
1493,1
3012,299
872,6
507,1
1818,1403
2609,639
263,2
2242,2714
887,6
169,881
3484,1213
1211,917
3676,6
1094,1
3118,19
375,1
3085,19
1997,117
2280,3
2967,1
3230,1661
1183,571
3594,58
3209,7
3075,3374
2404,26
486,3560
689,207
701,508
900,59
1515,12
2352,1
2119,2397
529,1829
1900,365
19,197
483,141
71,1
1451,1305
701,4
1155,126
881,49
1598,2034
93,3
219,1
1083,51
2946,5
357,365
1212,222
40,986
2238,165
1829,11
3730,11
2815,138
1570,1570
521,1
2065,469
4,13
3011,1
933,1024
327,49
1496,12
1019,3397
437,201
3785,3797
1113,1
2525,825
1514,1
140,34
227,2761
2239,49
3881,2
2936,57
1237,3432
3155,3
776,30
139,1564
2227,1813
2461,1564
2277,590
3928,5
636,630
583,79
3822,273
3329,779
1311,177
1953,1901
983,118
870,430
245,598
1689,2
3115,32
3173,519
323,5
1998,2024
1194,1
1307,2961
2279,428
552,2779
24,572
258,18
444,3
3127,2
157,18
340,3643
2173,2
2971,18
22,4
3726,115
630,33
21,9
738,1
1607,2
2068,13
3437,20
3966,137
330,3
3525,1
3802,894
634,165
461,64
3075,6
3425,222
1161,3
1008,1272
18,27
1015,20
3860,347
127,29
3574,343
979,2
860,3
2558,3391
3651,20
803,2103
3130,1955
581,149
684,3576
43,39
3626,735
2016,921
1037,989
1938,7
27,176
2175,18
797,11
1680,2
1255,3
696,1
3669,739
94,1
2448,3
2708,242
602,49
22,5
161,25
3129,25
69,350
1293,843
3379,2
208,1310
2621,44
1137,111
759,1
2106,1415
552,6
1577,1
20,11
3316,947
2776,6
136,4
1392,1
1821,2136
404,852
794,47
65,3
1450,3
1138,7
110,12
1244,2
2416,9
2244,19
735,2599
3049,6
794,2
7,1958
1209,346
2079,3
2661,1193
935,2
412,396
2145,51
770,1499
1,19
3082,155
1591,9
188,5
756,5
2715,6
2301,1125
502,47
603,302
528,202
1024,546
199,44
3209,119
879,17
627,911
108,1266
716,2
1738,5
237,279
2994,3
136,14
3318,29
3760,3
31,27
3832,44
190,1112
2269,11
2494,91
1481,50
756,1100
534,14
564,91
2890,1899
449,2
61,143
3329,2158
26,3579
166,628
1035,201
413,1193
767,672
1263,81
692,6
2940,27
3989,1096
2781,3
321,28
2085,2523
2145,56
254,37
138,2959
915,6
505,37
2124,256
8,4
151,5
226,41
2910,2243
1155,8
815,2
186,6
2437,1956
73,381
2709,2451
26,722
3666,3
2,2893
3028,7
3047,5
1391,936
506,1519
1570,657
261,3
863,5
375,2415
3655,3259
3155,3448
2424,37
1255,26
1621,832
1224,6
2636,7
2302,110
1089,14
1878,9
2961,2
53,210
853,5
670,1
2823,11
2001,18
3110,85
28,2234
528,343
1801,33
178,1927
466,11
2847,1
2986,109
33,20
2981,1
1339,1
123,260
1107,78
16,10
261,11
2680,16
2516,749
2595,26
124,71
757,2
596,13
739,5
496,351
1362,7
1819,873
3893,147
1185,812
3318,1
3322,12
3447,11
820,3826
2591,236
1193,145
2152,2027
285,139
90,11
3206,3152
3572,1200
274,3
616,4
1933,1
3147,1050
2481,2
204,502
493,3921
789,163
389,31
30,1153
264,390
1553,85
2006,55
370,47
72,236
1408,602
529,1103
241,386
1431,21
1285,45
4,6
311,55
3449,162
2629,2336
423,1
3,3649
1,817
2808,3566
1056,38
1141,166
1260,19
2032,6
2243,157
815,3588
78,3
1698,223
1133,1
3214,7
2157,72
3426,142
1694,20
3452,1
3058,3870
262,1
1330,31
262,423
2033,17
2823,13
134,472
1356,15
346,2
394,49
872,1
3500,2265
1981,7
18,37
253,121
2444,24
1092,656
1422,15
192,50
189,2
27,44
1171,44
2812,1
912,1399
528,2
1841,449
3184,25
2550,42
280,2
1652,353
1295,1954
3911,1
31,2
3175,2500
63,305
67,289
1082,442
1569,870
679,1320
987,672
159,23
355,1
2922,20
2670,29
806,1
3758,2181
1596,883
3328,21
197,613
1639,5
37,32
903,1
270,7
1825,5
738,5
1612,11
1937,13
3024,37
3948,6
171,6
2960,90
3565,3
484,1
1451,736
137,156
2763,235
278,1312
2294,138
1285,820
302,2
3701,2310
641,30
3827,1466
349,1
1053,28
668,9
1323,269
1802,2
234,1361
1842,6
188,719
1509,547
1760,159
272,8
2014,15
1170,1931
161,351
788,438
3871,45
2276,2499
7,6
3749,581
431,33
1634,1
1590,149
1109,43
403,588
862,2
3641,2811
3693,263
208,15
2232,19
2537,2880
57,2667
1368,1805
5,3
2316,55
2656,10
644,7
2501,386
104,7
228,643
1831,3
22,10
1183,222
260,3
819,475
1074,26
2,793
17,413
77,861
1802,1573
2741,2351
334,1214
3457,1
3293,1128
2849,1
1257,1538
2721,79
692,11
495,15
46,78
283,16
459,69
185,8
3734,7
1912,77
96,945
726,253
2960,236
2141,950
90,1
1718,40
3734,539
3679,13
870,5
3259,199
1986,28
384,1386
574,5
964,1
786,7
29,1585
3034,2
2168,54
2703,1034
1568,12
46,3824
1504,6
284,104
2062,40
534,3152
1838,1927
50,1119
3028,10
600,2
422,775
2735,2
50,23
411,35
4,1252
1660,7
383,1
2992,1308
2431,81
2404,607
2395,57
642,225
88,164
1537,3670
38,47
193,26
1314,33
172,246
3940,5
3797,134
2193,1519
3181,36
1917,3949
3272,320
37,1724
3571,879
1656,76
1508,7
2912,50
2778,799
1391,140
2174,18
2639,3522
1810,4
102,26
878,1
522,6
1541,3
172,518
2299,1
377,1015
3274,169
675,6
927,3
1016,11
1069,9
172,94
386,2
384,253
14,18
1755,18
1768,4
1440,641
1963,435
708,156
504,19
417,11
1191,2264
1708,1
1008,5
1696,302
1909,14
2396,6
2970,10
670,51
2505,12
1701,2
1286,183
1906,95
269,1762
742,7
3566,19
87,54
2345,27
1028,19
1143,5
539,247
912,220
1107,3683
1078,172
1385,3184
947,39
1529,64
8,17
891,2
2659,87
1823,1133
2248,175
3,90
2278,172
1683,1
373,31
235,162
7,3653
1791,270
2910,19
2933,145
2348,3839
1133,348
2297,38
1485,3914
24,922
1600,1720
3119,3
1401,19
1246,19
203,590
1481,19
3702,768
659,85
2490,127
703,7
3584,784
633,2
1864,3
3747,110
186,1
526,2
3054,32
153,281
48,1770
113,2101
42,14
606,98
1439,1
355,179
305,2496
2013,2064
109,592
819,111
3253,189
358,1003
997,20
332,3787
1451,26
251,1
958,7
1964,160
3856,1490
2957,8
762,2725
1139,1
3483,3478
62,2
516,1
1273,3312
2482,682
638,1548
2835,2367
3669,2430
3487,1
2313,28
2915,1
1084,2
499,11
566,246
43,24
119,7
1180,265
2904,536
3721,103
1130,7
1895,2597
1359,414
51,29
1111,42
109,904
930,2
15,587
1591,150
26,193
530,21
586,34
11,204
14,184
208,15
3,72
1256,1
3270,1
250,2152
679,28
1167,553
1222,58
615,73
2282,2282
1779,2737
3103,2
2451,2036
2584,5
1767,575
3093,1
1318,8
1480,309
1947,532
979,1
1132,3
2905,1
957,1
474,565
38,103
18,3905
1279,306
248,3763
2150,618
1707,3
508,4
10,16
489,6
2165,46
885,927
21,4
3328,33
2733,1151
3203,2
194,2
2940,6
842,18
3264,31
14,138
1496,25
1333,1
2126,1284
2123,287
364,1
3485,68
616,1060
1229,802
2232,694
678,2
2717,82
3782,19
3583,3680
2047,379
1567,845
1698,1021
77,701
37,41
1052,1087
1826,2
3303,1
2824,215
1926,856
118,10
550,6
898,99
655,1
83,1
3420,1982
3626,1
3374,1901
2241,15
2352,1
2300,12
579,426
940,40
3904,1697
143,655
1303,948
2436,3
25,2
3293,70
10,347
1935,1
659,68
50,44
811,204
1187,2413
2498,688
1849,53
976,1996
114,7
3424,1726
1541,3
3169,657
3908,1
2654,2
3123,2307
1481,429
1330,63
3036,1
3658,112
3014,338
153,2
1142,1
2313,664
1701,1
975,2
15,157
1488,829
3283,2981
472,486
393,28
452,1471
6,148
701,6
559,5
752,42
1390,127
35,6
2726,1055
33,19
485,3755
392,3
2209,2
2451,865
1435,15
1388,1217
309,2554
3829,200
2431,3895
990,1776
1291,2
361,118
250,32
1776,3
380,1
1117,7
3254,6
2289,827
21,316
1183,568
2542,24
47,1
473,5
3403,3
518,1
1933,447
362,454
1622,225
860,103
836,952
1342,14
1888,7
2509,6
749,324
960,5
1777,2
9,23
565,58
2051,19
609,207
1041,2116
864,1981
849,93
22,8
228,26
13,10
2188,102
115,5
151,2462
84,3703
3340,1
466,467
379,5
41,2274
3381,12
2964,20
755,1408
239,12
2514,7
1970,9
3484,450
2279,326
773,3922
839,307
692,24
1807,26
33,67
2697,290
3875,1084
96,7
161,1
3204,11
2033,955
335,18
304,70
3289,333
3159,508
493,6
331,57
666,1
357,39
99,1
297,24
3007,60
580,116
2846,3
3153,265
1795,3771
104,1
3194,49
1236,108
2620,2
951,3
1180,5
1173,1096
39,37
610,46
183,651
2301,2
2987,5
543,1103
818,7
1157,46
218,394
1316,143
2510,1426
1521,28
470,2712
2081,2134
1883,37
52,3046
25,8
1713,11
3450,2961
1107,29
1240,57
1127,875
24,43
1344,1
408,1451
3723,1
3392,1
663,12
2689,1179
1375,5
1532,1291
140,7
3696,301
2055,182
1972,603
822,684
3009,106
3944,11
1304,8
2757,31
1404,305
22,8
3078,1727
2651,2585
809,169
13,1
206,1
3032,1713
2370,447
526,1
313,15
5,56
281,143
1986,2
2174,1319
3625,11
1599,273
193,3265
3521,5
3217,977
460,742
3827,7
1142,1198
2898,19
736,6
727,7
1722,161
861,1945
918,795
2940,1301
14,7
3551,3
3020,2
3092,243
3436,2984
21,4
3473,1
25,19
1142,46
6,857
414,127
1518,28
608,1
2635,3
2602,33
1721,82
38,7
2062,34
1614,872
9,21
2120,1
1004,6
1292,11
2013,1
2471,111
867,137
519,51
696,2
3547,625
878,33
392,442
2947,1
3192,1
2197,590
1607,1550
2273,1
1210,1870
1701,199
3979,55
2179,2
37,3229
33,578
1537,3
2785,7
81,10
757,3806
2160,14
2503,1
3919,34
2425,32
56,2
3893,1
1240,18
549,6
530,1
1049,5
1403,731
3009,11
2724,2005
3398,1125
2238,470
1705,40
2216,4
199,92
3593,2319
3,1765
3972,73
3258,20
1207,12
3947,467
1558,635
1749,3
3332,3412
3462,64
580,2572
2689,32
293,4
672,18
652,29
1673,1
1531,34
2295,676
1135,19
1373,544
1193,1068
1759,32
1503,222
1274,14
1744,7
744,36
41,1674
1180,255
322,2
3437,27
3031,367
85,647
3569,17
2695,290
41,1829
1757,106
2561,11
3181,45
849,1
1919,12
131,2
3582,1657
395,382
2174,18
134,5
2426,13
2036,406
3411,1
3215,14
613,1793
2412,315
2032,527
940,64
1002,570
1473,41
813,6
2761,1886
3028,1
813,498
2606,438
3482,1
77,2
3416,2451
480,5
277,1
18,1
3793,45
1345,136
818,3
10,17
3307,11
3888,91
1269,1
1930,16
1396,5
176,38
450,158
3704,467
547,16
64,3147
1540,432
2265,327
1843,41
3298,326
3684,3
291,1408
802,485
2674,2605
3918,331
389,1
2663,31
2432,2
2373,1
159,11
2879,14
190,1446
1823,2
2649,432
3309,2
1592,1096
216,2579
913,5
776,2440
845,34
3052,18
1,1784
1124,1
2327,1
1952,12
404,6
840,1078
3821,251
771,801
2605,308
1310,64
1844,6
1886,936
44,186
2914,3
1891,4
3388,25
752,67
493,11
696,879
513,582
138,5
1447,1534
1549,14
2010,103
780,7
1465,3
450,2116
1867,1
115,963
1398,203
53,32
14,7
555,1
1669,1984
485,413
225,446
1452,2751
481,1645
1405,966
3332,109
1185,11
2304,3915
3292,2999
3426,5
3756,1039
142,19
3590,2
3548,658
2226,22
3196,20
859,2
1197,228
3939,521
2881,48
1672,2680
997,222
2394,19
3788,1416
176,53
1874,7
72,5
3491,23
640,420
3050,2934
572,2
1036,35
3686,35
2414,58
560,426
1146,1032
2021,7
848,96
1268,2095
882,1620
682,79
2376,1
80,16
1698,20
2500,54
2413,8
848,2
2728,277
2846,47
3010,1011
1141,529
1340,54
1008,26
212,271
19,4
58,7
1977,2
606,3279
564,223
137,140
293,3
1776,620
20,568
1925,1077
3253,7
1670,7
2501,2
464,2795
17,8
269,529
3097,1077
1400,1400
2505,1946
3577,37
30,987
983,118
1303,1
1720,20
1060,33
2768,5
2600,2869
439,4
1455,818
3307,19
2726,3742
943,3462
1088,3059
461,3
970,15
3836,7
827,3
3493,1264
1402,1
814,1
1348,3283
3716,27
445,3127
1043,824
3850,434
689,155
2893,1
649,70
84,71
1557,66
353,823
1679,1892
176,28
3444,106
1317,14
590,74
655,1
508,48
413,357
1109,2
1,1306
3212,1
11,7
1276,1314
1169,537
1461,39
1567,2045
3343,2162
3018,1
511,6
1302,846
1115,173
2221,5
2384,36
1497,3
3278,1610
1609,7
951,1
2022,1044
2212,5
34,867
2225,1
999,907
1888,7
1995,2
661,2437
337,49
2344,137
2933,23
860,1294
530,1
1469,2578
379,205
267,8
2539,519
1064,7
3156,357
3863,7
1575,6
2180,31
2592,1
530,1
48,35
196,104
1836,985
2071,931
1647,3450
1600,1799
54,39
18,5
125,1259
393,2
2039,299
2653,28
3503,1
1964,20
2041,257
2270,1712
2162,1
3743,376
559,362
1438,1793
1127,10
2463,102
318,70
2867,16
720,1267
240,3
697,2
1594,1052
1991,3
338,2
133,1
2045,1
2418,1068
103,13
1863,2
1507,56
2207,3257
295,257
1702,677
1452,881
2145,55
1471,1088
2592,1
1773,5
1776,4
484,1
3025,64
3010,385
671,1
1693,1486
1927,6
558,3
535,13
766,24
1622,77
1182,305
2741,37
67,285
40,47
2904,136
229,33
1393,1300
1254,3
1335,662
339,378
108,7
1729,590
3059,723
3668,859
659,1239
1240,6
285,203
3432,3
39,364
1304,2382
2241,493
314,19
821,3
3612,19
3634,1
2148,635
3330,26
930,33
3270,77
2137,1
1882,3
1085,12
2328,1691
34,1
159,171
2105,1688
3757,15
572,42
2398,1
1517,2
3,1
2575,60
2768,51
838,1
933,60
1017,195
139,328
283,85
2887,3911
2039,134
1487,26
140,2
1027,7
2411,408
3496,86
2195,2
3973,1
2924,24
2927,2
2023,2
816,475
678,34
10,23
3819,1
1256,2404
2811,1
28,1
3253,814
3298,1838
1552,78
2465,1
3690,33
220,8
2284,2539
2710,21
973,3839
2297,56
3843,271
1212,189
3240,8
1224,7
2703,159
3322,188
3757,5
146,1
1841,158
651,1
6,106
448,826
3175,3175
97,1
567,1
23,9
3303,2092
1462,2
1261,3
839,36
1322,1224
3863,1793
1371,229
2935,3
2105,1
203,7
2057,3
3565,75
109,36
58,301
3761,2305
2105,6
2271,6
1021,1844
901,901
848,45
1428,24
2758,1
1102,1194
135,13
3634,2
144,1
2294,1
1882,2034
2505,1
3408,12
314,2
2820,3212
138,194
1289,25
357,37
1672,36
1121,1750
2021,44
1701,24
151,52
332,3
2906,2505
1184,14
3695,502
3115,24
1762,7
1646,55
1248,1388
645,81
136,14
660,18
3870,412
1785,1388
3038,173
595,1
114,77
835,7
2390,31
14,11
1702,65
1379,542
2219,6
851,2775
576,95
2281,2245
2349,379
46,1
84,72
142,20
11,22
3678,1
667,17
759,2856
14,482
31,2
400,37
1511,899
423,1750
1048,1
3075,1681
3520,246
1012,111
2222,499
2489,11
1164,5
393,308
2016,1208
725,2732
3528,105
269,1702
616,20
3720,14
3263,3543
1825,14
2916,15
2632,3
3098,153
1215,33
945,2
1036,6
879,103
2995,215
411,237
386,76
1546,248
1645,173
178,3854
2575,71
244,496
35,1
2012,153
1817,5
630,207
3795,1171
3569,1481
3310,1
1494,460
3057,44
131,15
238,1
3212,2
2092,1974
3184,93
1546,32
2225,12
2745,12
317,80
506,43
724,99
2549,2456
1064,1
3300,2
892,5
3545,262
56,115
920,1908
2791,2
3759,28
321,134
449,1335
948,712
471,1
2377,1
1121,20
2919,3578
453,24
1485,6
2980,80
1867,1025
199,53
672,3008
35,40
2014,25
787,1083
10,16
46,203
3242,6
3592,12
2106,1137
961,155
3593,3978
1799,1
2914,7
764,2824
2907,142
3868,10
411,1
239,46
36,74
2653,7
421,131
2013,2
2196,20
1790,135
191,11
968,6
281,2
2272,294
1021,1
1836,139
3916,2
16,16
2269,1262
22,9
2905,7
2856,1
1509,11
3780,3
1046,209
371,106
434,6
27,3
3125,2925
1900,179
2543,45
585,1
627,1
1854,230
1406,1
35,40
1589,713
655,58
963,198
2534,31
1508,1
1269,1121
2231,910
3591,112
419,3
2096,914
2632,1
9,21
907,545
281,19
3305,6
1566,32
1945,5
2639,12
2363,1
2444,4
13,8
274,375
11,1
3392,951
858,1990
3268,904
3419,503
904,153
3487,2
1941,2
2309,2
1178,18
1305,141
235,163
2101,100
1033,6
1498,183
850,7
736,2
2053,218
2828,2901
679,5
726,6
1983,1355
3886,216
187,1
3098,153
165,1055
3363,2529
502,3527
3770,12
390,3
294,3
371,217
2364,6
1981,24
3341,258
3022,3
3215,79
1432,2720
794,116
2126,5
1174,14
2498,27
2,127
1446,3
1479,5
3463,5
2304,24
7,448
370,785
101,37
2419,1928
2244,3
816,1
1316,26
2950,60
103,25
278,21
2775,7
817,147
178,2419
595,20
3134,3
2246,16
1098,21
3031,31
1698,1807
2721,759
3404,55
772,14
1063,1153
2710,117
186,1
1088,14
2568,7
1354,26
1945,3
536,5
3209,3
1695,148
43,14
1423,1764
2689,2515
3787,6
570,7
1864,2
2648,792
2863,7
3256,175
1594,3
250,1
96,192
1209,20
3903,1978
1739,337
2225,1
1966,5
253,1996
2351,3
498,2251
3404,1117
215,88
3239,275
25,161
1298,1
1208,33
1484,1
10,749
3189,798
1792,679
3014,49
3197,2351
274,26
1886,3
737,517
1009,11
1411,1014
3050,4
539,4
2454,390
71,8
1369,1
204,1278
3660,1
1796,172
2431,775
1649,146
489,106
2813,1071
2968,2840
3870,2
1042,555
3837,15
3619,241
1564,304
33,1
1935,1
1993,1
672,43
1758,1454
1835,30
1061,12
570,182
3461,1427
1609,1126
3560,28
320,2436
6,436
2051,6
2602,1038
1775,932
1062,244
3876,5
12,1
555,34
1226,38
3975,1469
1250,7
3168,351
2393,169
439,12
728,19
236,104
3767,142
3225,5
1980,5
3129,20
1,5
1125,19
1671,15
3703,2423
2879,2123
90,2
344,3606
3591,1376
3722,3
78,9
3023,7
1928,20
739,45
347,6
3153,3
2842,2
1293,251
4,9
1056,5
673,10
3793,3
14,2355
630,578
16,2
246,103
3827,7
3349,5
2283,18
3765,1069
2786,25
6,19
1653,25
1300,3
1073,126
3930,111
1628,56
3560,39
265,29
600,1181
1825,533
2437,19
3955,28
3946,51
3058,7
269,2
919,148
1189,2998
3315,395
3678,106
580,3
24,849
813,132
199,20
2230,18
3197,2466
1519,14
3356,1426
495,3
3066,72
1845,1
3064,1591
3214,7
1615,76
1178,816
1603,18
271,2989
892,161
2766,1427
3076,399
225,2200
163,52
2959,105
504,9
2991,293
2832,1177
968,6
3091,781
272,8
302,6
1250,1246
2854,859
3864,6
282,60
1832,2
355,15
2069,58
1500,1754
1422,105
607,6
33,278
605,45
2280,15
5,1289
622,1418
3434,1
498,573
3032,3
325,358
2767,352
65,6
3879,2252
3544,5
396,615
259,4
4,427
825,27
3006,1
3134,6
1646,2126
3012,1
3312,174
2381,11
3658,7
700,5
2514,115
2291,3
697,1639
3229,320
1984,653
85,458
273,5
1656,144
2063,2
11,540
1162,93
3093,5
3512,1
1943,6
3753,33
59,11
681,5
2250,99
1270,19
2906,184
2302,39
22,13
3141,1749
501,285
777,31
2800,7
2108,237
1127,3447
672,3
2152,43
277,4
3958,5
3075,2687
2444,860
203,7
254,14
301,1
2149,719
3384,1334
799,15
3015,4
1987,93
3282,188
1856,3446
3137,2
3539,1
10,13
126,104
671,6
47,790
12,3
3006,1
2846,445
1333,1
2785,28
446,1501
3169,924
315,24
424,6
39,2388
1379,36
1535,1
822,1
1217,1
210,3
2194,5
964,3652
1733,3
74,154
1586,2
2450,1634
490,21
469,5
1890,2556
1937,12
1690,56
58,2
3005,50
12,413
137,391
220,236
87,11
3049,642
2554,320
750,1438
659,1
897,29
1,1
2604,20
3555,80
762,7
3564,3
767,2016
1809,1
3324,6
2289,342
1372,57
2438,6
684,1913
259,6
2725,14
2130,2
2386,682
2285,698
2762,3680
806,2978
1445,9
501,28
2312,23
1113,200
1871,3
2965,56
2099,78
3644,2
753,38
1306,1946
2446,439
3588,877
1623,9
2016,144
335,1081
1388,982
2217,486
1748,160
2250,113
3923,18
617,1517
1000,1
45,676
149,30
654,100
587,2
65,1
1306,17
2817,3645
1219,1
3389,24
2678,1522
3449,3
1574,386
1669,5
2649,1169
20,1
1990,32
2827,553
63,754
374,191
1495,1792
1102,14
1431,3
2365,58
108,178
48,2568
1369,7
697,2
50,1
862,562
601,5
525,17
480,6
1564,2
2262,3088
657,1080
82,10
2787,3153
771,55
2612,3043
495,7
62,1670
3588,119
916,1
1542,73
27,18
447,514
157,88
1447,40
597,3
3693,16
2879,6
1704,194
913,7
159,942
1756,34
1477,11
1242,26
1298,32
3123,3866
984,35
862,64
3553,963
2774,3584
3884,1
2251,6
792,3
30,60
903,40
2617,1
2450,6
3404,20
56,1494
22,4
3585,749
2390,1
3266,4
756,470
2208,2
2050,18
1990,21
1198,152
1032,2
3110,8
2008,10
2768,191
782,67
2967,1932
1595,7
462,18
2340,42
674,95
1549,254
1926,381
3203,1
1048,1072
1,558
376,1
692,3945
1015,6
206,2
321,1851
3428,3
740,430
765,599
3760,2
1455,194
2922,312
3418,15
3190,1480
823,4
1212,2687
1574,49
520,1
44,7
1214,25
1649,21
2691,3993
371,3
2286,2
799,2285
220,119
22,13
270,100
2801,550
260,4
1057,17
248,950
249,112
1132,205
159,1
2111,31
21,1815
1801,60
3658,219
1852,5
1200,2
2616,4
3692,7
2272,53
3349,118
6,113
3883,7
2464,284
501,1
2096,1
1571,6
28,435
121,1
2354,416
3524,1
3300,3527
972,506
3541,25
2672,137
2615,2505
1311,12
352,1812
3726,3
664,2909
3441,76
2288,2339
460,568
271,38
287,1245
1653,1394
808,26
35,58
3,355
852,5
370,1117
281,143
870,11
839,2716
3207,134
37,183
1308,223
1416,71
2853,74
878,7
358,177
2950,11
3900,2267
2346,561
2909,36
707,591
1255,20
2131,62
2570,1
3167,11
452,2697
641,24
857,33
712,152
1864,1
766,3
960,1
551,6
1145,27
321,205
2560,6
157,295
1169,56
3080,1
685,31
206,3925
3197,7
2480,1
320,3
2677,713
1271,2096
778,134
456,6
1216,298
954,20
134,2659
3021,96
525,8
2811,7
16,16
761,1
3839,28
3028,19
2643,3
2113,2461
399,157
125,45
1433,12
3962,38
1429,2594
1012,699
38,314
524,8
924,1
3686,922
1479,854
1672,52
212,1
3649,862
247,38
826,20
581,231
1427,2129
2728,277
1473,32
1220,13
1480,1
526,2
2739,3
59,1
37,11
3489,76
114,1
2631,19
579,2
1094,1
2805,1227
2044,14
62,27
57,1316
2323,62
627,19
1293,1507
37,621
2690,166
800,467
2837,2729
2150,183
3329,320
251,1420
600,1
3278,7
1421,3365
2315,81
137,9
287,2
2813,75
2204,3736
1305,220
514,3328
1106,84
1207,12
3770,2
3806,28
261,1
1101,12
1668,28
1375,35
845,1502
1517,3392
809,3
88,20
420,12
2878,1488
3543,1
1598,10
851,2646
294,11
470,5
441,1
1790,2320
2062,2321
1468,809
1153,1153
41,348
1563,1064
1219,32
416,232
292,5
1737,6
732,26
750,31
5,203
1649,3
1414,369
2423,48
2636,1
2453,567
297,181
614,2
3376,2
3016,2
3219,1817
341,25
669,3
32,2160
44,67
2508,29
2634,25
3903,103
209,362
1173,553
2006,3
1062,18
1131,911
2380,762
365,95
2557,1095
508,7
2950,179
83,56
1744,2501
502,27
427,1
13,9
1730,33
25,7
805,365
8,35
851,1033
50,3680
1071,2813
2664,19
1525,138
396,132
479,289
1476,354
94,1088
2730,2
990,2112
244,12
772,3
2016,1
450,2200
2442,136
1512,20
1520,3174
3855,64
3009,1
799,221
56,1416
2781,1518
31,5
1235,347
3458,1853
90,1
2341,1
1902,4
2874,1
1969,217
1690,55
1209,1
2422,1
466,259
162,65
3465,2
3135,986
2568,389
1703,57
2677,19
997,31
3543,360
594,11
2541,2
522,643
3630,156
5,221
2990,11
3032,72
1802,45
3062,2
320,304
2642,95
3700,1424
93,1
3886,430
330,487
1777,32
2599,540
53,3658
17,1122
2486,35
515,17
2171,2
1635,319
136,28
2356,5
2976,12
1492,11
473,10
20,1694
1795,5
242,7
3248,1
106,3
2119,6
2649,5
2603,594
3530,683
82,1
1466,1663
852,12
1792,20
309,5
279,2
2164,204
3904,11
1688,1168
1824,17
134,1860
3292,3060
492,10
91,132
2511,2
1499,1
2738,39
711,14
2308,5
810,1899
2376,5
613,21
500,500
1071,2813
1925,1
271,6
3086,1
171,2865
223,2289
2375,855
242,2
3210,53
211,27
1745,324
1468,1770
9,42
3387,1576
262,353
480,6
3003,3
617,1
1509,306
2454,6
193,5
1048,158
1766,31
124,17
2276,2632
1592,1915
535,4
331,3051
3834,38
389,727
3102,8
207,1044
962,1
770,4
2217,1439
633,868
1403,499
2397,216
702,152
1320,6
1643,199
605,61
1504,2683
74,712
388,246
26,4
922,623
590,757
3767,5
1458,6
583,9
3880,589
1330,1
974,41
100,229
2334,28
2234,5
1309,14
3192,1
75,4
142,333
216,47
888,1812
607,224
3845,747
567,848
616,9
236,7
2623,108
11,232
311,1006
3166,20
668,2281
1478,7
38,22
2566,1
1249,2
3349,2
145,749
13,1
2171,1
1312,448
1913,1741
48,146
255,129
3757,1265
3792,36
866,139
3239,1676
1867,1534
1856,1766
2814,5
630,6
1277,576
2561,158
2230,26
166,14
2994,3
420,3635
247,3300
2536,1
1538,108
3435,19
3226,2139
2236,1235
2756,16
3382,1580
2865,28
2087,125
169,25
33,42
1753,1
1506,14
851,906
455,1
932,818
56,2
1663,5
1086,3
1673,1
3932,276
1432,2
2301,49
802,7
5,22
1164,1606
859,2934
2173,248
1318,17
1368,3522
3618,3618
3950,5
532,23
21,18
427,79
66,177
3452,884
473,103
2,408
2614,1035
17,123
394,3628
2366,7
2698,46
1496,795
4,21
1317,3455
1246,1873
3280,3200
1794,58
107,180
40,1
2929,2736
1517,982
1740,44
3733,1
2140,7
1099,13
591,1
3015,147
2101,668
1843,18
234,70
1402,194
108,19
2231,924
1645,2313
3287,41
2907,500
47,4
3643,299
1056,1187
2394,57
956,3
709,2709
1172,68
1672,55
2970,30
33,342
849,1
3974,10
3790,3790
3814,7
6,1185
3416,1203
2581,2
2928,2005
2215,2671
1638,58
1449,18
1868,1
633,875
1976,11
1387,2
2029,707
1929,1814
1010,913
36,779
1822,7
2615,156
550,1
1868,5
1110,268
684,1
2603,3220
534,1
471,32
2421,526
758,640
405,5
264,69
1344,7
619,243
614,461
2070,5
1548,1647
854,34
522,38
1840,993
1591,209
2827,1
19,875
2345,1015
416,416
255,5
1600,1
2820,2
3545,2
714,1421
6,72
377,133
595,1974
1603,2
3566,37
3168,19
642,690
2368,3
2109,2
473,2514
3965,37
421,6
568,114
354,7
59,359
956,7
575,1322
1451,5
1082,3
1179,2149
254,1
3024,50
1312,1
144,2
96,451
1951,214
329,1
3296,1902
227,278
2859,17
1765,17
307,170
35,96
3567,1
2340,53
979,1
2908,13
3648,33
167,289
1249,1892
244,185
292,373
1794,3
2094,785
1028,129
1349,3960
2514,626
1073,2812
18,67
457,221
3398,28
